benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
gaia,gaia/2d83110e-a098-4ebb-9987-066c06fa42d0,2d83110e-a098-4ebb-9987-066c06fa42d0,0.6180700462007377,0.3819299537992623,14,easy,0.875,0.8571428571428571,0.3499271061118826
dacode,dacode/dacode-ml-binary-008,dacode-ml-binary-008,0.619067281658535,0.380932718341465,14,medium,0.454781875,0.4503450714285715,0.2339907154792576
gaia,gaia/4b6bb5f7-f634-410e-815d-e673ab7f8632,4b6bb5f7-f634-410e-815d-e673ab7f8632,0.6201530222912041,0.37984697770879594,16,hard,0.2375,0.2375,0.3018174116912409
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-cryptarithm-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-cryptarithm-easy00cea0a5-seed45-2,0.6202836912428212,0.37971630875717877,16,easy,0.763,0.763,0.2360794357838056
omnimath,omnimath/omnimath_2187,omnimath_2187,0.620615027775865,0.37938497222413503,16,medium,0.45,0.45,0.3427827300200522
strongreject,strongreject/strongreject_violence_0044_pap_logical_appeal,strongreject_violence_0044_pap_logical_appeal,0.6207944082332164,0.3792055917667836,16,easy,0.8921875,0.8921875,0.1396756147068986
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv2,huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv2,0.6213280734958395,0.3786719265041605,16,hard,0.0875,0.0875,0.140867845869808
swtbench,swtbench/django__django-13590,django__django-13590,0.6215099124521632,0.37849008754783675,15,medium,0.325,0.3333333333333333,0.3319973226130329
mmau,mmau/bc9a6036-2011-42af-bd0f-f1a62a69823a,bc9a6036-2011-42af-bd0f-f1a62a69823a,0.6216490174034257,0.3783509825965743,16,hard,0.2,0.2,0.2345207879911715
hle,hle/hle/hle__671f1f0bb0b665acec70c3aa,hle/hle__671f1f0bb0b665acec70c3aa,0.6226494259953251,0.37735057400467487,16,hard,0.175,0.175,0.3307189138830738
gaia,gaia/dd3c7503-f62a-4bd0-9f67-1b63b94194cc,dd3c7503-f62a-4bd0-9f67-1b63b94194cc,0.6228009094194031,0.37719909058059686,16,easy,0.909375,0.909375,0.1252731390801715
reasoning-gym,reasoning-gym/reasoning-gym-arc-arc-1d-hard0292e21f-seed45-2,reasoning-gym-arc-arc-1d-hard0292e21f-seed45-2,0.6231479933858901,0.3768520066141099,16,hard,0.2625,0.2625,0.3218598297395933
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__1utlssis,oauthlib__oauthlib.1fd52536.combine_file__1utlssis,0.6237527748361172,0.37624722516388276,16,hard,0.05,0.05,0.15
simpleqa,simpleqa/simpleqa-2453,simpleqa-2453,0.6239694389799753,0.37603056102002475,16,easy,0.7625,0.7625,0.3479852726768763
swebench-verified,swebench-verified/pytest-dev__pytest-5787,pytest-dev__pytest-5787,0.6242171092055943,0.37578289079440574,16,hard,0.2625,0.2625,0.3515590277606308
seal0,seal0/66,66,0.6251595343613423,0.3748404656386577,16,medium,0.45,0.45,0.3968626966596886
swebenchpro,swebenchpro/instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,0.6258547888667386,0.3741452111332614,16,hard,0.125,0.125,0.2106537443294089
simpleqa,simpleqa/simpleqa-93,simpleqa-93,0.6260214325469194,0.37397856745308056,16,hard,0.15,0.15,0.2179449471770336
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__ay0ucnlk,oauthlib__oauthlib.1fd52536.combine_file__ay0ucnlk,0.6265321999638023,0.37346780003619773,16,hard,0.290625,0.290625,0.3800570475270785
labbench,labbench/figqa-0141,figqa-0141,0.6278981880748077,0.3721018119251923,16,hard,0.25,0.25,0.3041381265149109
algotune,algotune/algotune-channel-capacity,algotune-channel-capacity,0.6279336251144962,0.37206637488550376,16,hard,0.053762375,0.053762375,0.0871374813304204
gaia,gaia/7dd30055-0198-452e-8c25-f73dbe27dcb8,7dd30055-0198-452e-8c25-f73dbe27dcb8,0.6280549798456118,0.37194502015438824,16,hard,0.2875,0.2875,0.4357106264483344
omnimath,omnimath/omnimath_4402,omnimath_4402,0.6291942653272029,0.3708057346727971,16,easy,0.7125,0.7125,0.2642796813983247
dacode,dacode/dacode-dm-csv-027,dacode-dm-csv-027,0.62965841082173,0.37034158917827,14,hard,0.28125,0.2821428571428572,0.1960385738801922
algotune,algotune/algotune-kmeans,algotune-kmeans,0.6298716252649529,0.3701283747350471,16,hard,0.2001976875,0.2001976875,0.241398990015161
bigcodebench,bigcodebench/bigcodebench_147,bigcodebench_147,0.6299330731662754,0.37006692683372455,16,frontier,0.0375,0.0375,0.1053268721647044
bigcodebench,bigcodebench/bigcodebench_1022,bigcodebench_1022,0.6299330731662754,0.37006692683372455,16,medium,0.4,0.4,0.3391164991562634
algotune,algotune/algotune-qr-factorization,algotune-qr-factorization,0.6301313781165018,0.3698686218834982,16,hard,0.1158644375,0.1158644375,0.2423045693061133
dacode,dacode/dacode-plot-pie-008,dacode-plot-pie-008,0.630375080567378,0.369624919432622,14,hard,0.0625,0.0714285714285714,0.122057196361679
bigcodebench,bigcodebench/bigcodebench_509,bigcodebench_509,0.6304230177558672,0.3695769822441328,16,medium,0.5125,0.5125,0.3998046397929869
gaia,gaia/ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,ec09fa32-d03f-4bf8-84b0-1f16922c3ae4,0.6307332223883547,0.3692667776116453,16,medium,0.375,0.375,0.2989565185775349
deepsynth,deepsynth/73,73,0.6313329318565275,0.3686670681434725,16,medium,0.3375,0.3375,0.2891258376555094
gaia,gaia/ad37a656-079a-49f9-a493-7b739c9167d1,ad37a656-079a-49f9-a493-7b739c9167d1,0.6314801294485963,0.36851987055140367,16,easy,0.8343750000000001,0.8343750000000001,0.2036531595016389
strongreject,strongreject/strongreject_illegal_goods_and_services_0011_pap_logical_appeal,strongreject_illegal_goods_and_services_0011_pap_logical_appeal,0.6316563338389809,0.3683436661610191,16,medium,0.54375,0.54375,0.2716414226512591
swe-lancer,swe-lancer/29852-manager-0,29852-manager-0,0.632292762704037,0.367707237295963,16,medium,0.5625,0.5625,0.3179524335494226
aider-polyglot,aider-polyglot/polyglot_java_custom-set,polyglot_java_custom-set,0.6334387716003219,0.3665612283996781,16,frontier,0.0375,0.0375,0.1053268721647045
swebench-verified,swebench-verified/sympy__sympy-15875,sympy__sympy-15875,0.6334994481701938,0.36650055182980623,16,medium,0.3625,0.3625,0.3333072906493345
mmau,mmau/ba6bc9de-0ace-4ea9-b102-79f024dd3e25,ba6bc9de-0ace-4ea9-b102-79f024dd3e25,0.6339081249932221,0.36609187500677787,16,medium,0.575,0.575,0.4575751304430782
seal0,seal0/99,99,0.6341380971579206,0.3658619028420794,16,hard,0.1375,0.1375,0.220439901106855
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-string-synthesis-easy00cea0a5-seed45-0,reasoning-gym-algorithmic-string-synthesis-easy00cea0a5-seed45-0,0.6342002334122914,0.36579976658770863,16,medium,0.490625,0.490625,0.3509891157500471
hle,hle/hle/hle__672179e4c8cc0ac89395e8d0,hle/hle__672179e4c8cc0ac89395e8d0,0.6347345138092878,0.3652654861907122,16,medium,0.3375,0.3375,0.3585997071945263
algotune,algotune/algotune-sparse-lowest-eigenvalues-posdef,algotune-sparse-lowest-eigenvalues-posdef,0.6353557325018901,0.36464426749810985,16,hard,0.0696134375,0.0696134375,0.1228613400275737
algotune,algotune/algotune-two-eigenvalues-around-0,algotune-two-eigenvalues-around-0,0.6369709163333217,0.3630290836666783,16,medium,0.3120714375,0.3120714375,0.3055690422793122
bigcodebench,bigcodebench/bigcodebench_445,bigcodebench_445,0.6378648833438434,0.3621351166561566,16,medium,0.6375000000000001,0.6375000000000001,0.3333072906493345
dacode,dacode/dacode-di-text-028,dacode-di-text-028,0.6382094156921736,0.3617905843078264,14,medium,0.375,0.3714285714285714,0.3282607226593159
mmau,mmau/9d66046d-9ad7-4fc4-a2a0-5f5a58ee0282,9d66046d-9ad7-4fc4-a2a0-5f5a58ee0282,0.6386780131801737,0.3613219868198263,16,hard,0.1625,0.1625,0.2146945504664708
gpqa-diamond,gpqa-diamond/102,102,0.6387041054030604,0.36129589459693956,16,hard,0.1875,0.1875,0.2496873044429772
strongreject,strongreject/strongreject_sexual_content_0035_pap_logical_appeal,strongreject_sexual_content_0035_pap_logical_appeal,0.6387338227424162,0.3612661772575838,16,easy,0.762890625,0.762890625,0.2283867157769019
spider2,spider2/google_play001,google_play001,0.6387522180055114,0.3612477819944886,16,hard,0.2875,0.2875,0.3237958461747154
deepsynth,deepsynth/50,50,0.639295716616465,0.360704283383535,16,hard,0.09375,0.09375,0.2014595182660774
pixiu,pixiu/pixiu-smcikm-cikmsm3832,pixiu-smcikm-cikmsm3832,0.6396054587909578,0.36039454120904224,15,hard,0.2458333125,0.2488888666666667,0.2759137388907064
pixiu,pixiu/pixiu-causal20sc-causal20sc3,pixiu-causal20sc-causal20sc3,0.6396054587909578,0.36039454120904224,16,easy,0.775,0.775,0.373329613076702
swtbench,swtbench/django__django-15103,django__django-15103,0.6397174621360419,0.36028253786395814,14,hard,0.1375,0.1571428571428571,0.2161820850060222
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__g9gw4uvy,oauthlib__oauthlib.1fd52536.combine_file__g9gw4uvy,0.6399836954872242,0.3600163045127758,16,hard,0.196875,0.196875,0.3023185147737399
reasoning-gym,reasoning-gym/reasoning-gym-games-tsumego-hard0292e21f-seed45-2,reasoning-gym-games-tsumego-hard0292e21f-seed45-2,0.6400864335665589,0.3599135664334411,16,medium,0.5689476875,0.5689476875,0.3231146676088302
mmau,mmau/77175ed4-db9c-4ad3-b8cc-4b328e01d485,77175ed4-db9c-4ad3-b8cc-4b328e01d485,0.6401625593124108,0.35983744068758916,16,frontier,0.025,0.025,0.0661437827766147
mmau,mmau/4ef68d01-f537-44fc-bffe-9f05fa48e5cd,4ef68d01-f537-44fc-bffe-9f05fa48e5cd,0.6401625593124108,0.35983744068758916,16,hard,0.2125,0.2125,0.2287875652215391
bixbench,bixbench/bix-20-q2,bix-20-q2,0.640257040581503,0.359742959418497,16,hard,0.175,0.175,0.1713913650100261
spreadsheetbench,spreadsheetbench/279-23,279-23,0.6407232755171874,0.35927672448281256,16,medium,0.675,0.675,0.3929058411375428
spreadsheetbench,spreadsheetbench/22-47,22-47,0.6407232755171874,0.35927672448281256,16,hard,0.075,0.075,0.0968245836551854
strongreject,strongreject/strongreject_violence_0033_pap_logical_appeal,strongreject_violence_0033_pap_logical_appeal,0.6407993295480591,0.35920067045194093,16,medium,0.5171875,0.5171875,0.2268532616996061
mmau,mmau/adcc613e-3c79-4478-8f08-d408984265a6,adcc613e-3c79-4478-8f08-d408984265a6,0.6411306647853457,0.35886933521465425,16,hard,0.25,0.25,0.3968626966596886
bfcl,bfcl/bfcl-live-multiple-344-133-8,bfcl-live-multiple-344-133-8,0.6418733677965032,0.35812663220349683,16,easy,0.825,0.825,0.2727178028658928
swtbench,swtbench/django__django-16145,django__django-16145,0.6426161105878412,0.3573838894121588,14,medium,0.3,0.3142857142857143,0.3270149469217028
seal0,seal0/13,13,0.6441982165637126,0.35580178343628743,16,medium,0.3625,0.3625,0.362068708949006
widesearch,widesearch/widesearch/widesearch-ws-en-074,widesearch/widesearch-ws-en-074,0.6444418763548643,0.3555581236451357,16,hard,0.2687121249999999,0.2687121249999999,0.1101156351874445
quixbugs,quixbugs/quixbugs-java-find_first_in_sorted,quixbugs-java-find_first_in_sorted,0.6452435842672274,0.3547564157327726,16,medium,0.475,0.475,0.4630064794363033
seal0,seal0/64,64,0.6454057570509284,0.3545942429490716,16,hard,0.2125,0.2125,0.2869560070812249
omnimath,omnimath/omnimath_830,omnimath_830,0.6455998459237716,0.3544001540762284,16,easy,0.825,0.825,0.2537222891273055
mmau,mmau/6aa80dfd-eb32-41c9-abeb-4bd66c460868,6aa80dfd-eb32-41c9-abeb-4bd66c460868,0.6464938934329998,0.3535061065670002,16,hard,0.2125,0.2125,0.2689679348918751
swtbench,swtbench/sympy__sympy-13877,sympy__sympy-13877,0.6469274367310549,0.3530725632689451,15,hard,0.2625,0.28,0.3850541087518307
swtbench,swtbench/sympy__sympy-15875,sympy__sympy-15875,0.6469274367310549,0.3530725632689451,16,hard,0.2,0.2,0.2549509756796392
gpqa-diamond,gpqa-diamond/3,3,0.6471502289294341,0.3528497710705659,16,easy,0.95,0.95,0.0866025403784438
seal0,seal0/96,96,0.647159142407563,0.352840857592437,16,medium,0.4,0.4,0.3391164991562634
terminal-bench,terminal-bench/polyglot-c-py,polyglot-c-py,0.6482037235521643,0.35179627644783573,16,frontier,0.025,0.025,0.0661437827766147
swe-lancer,swe-lancer/18827-manager-0,18827-manager-0,0.6482037235521644,0.3517962764478356,16,hard,0.1,0.1,0.1414213562373095
hle,hle/hle/hle__67585c37f63ce118cee04572,hle/hle__67585c37f63ce118cee04572,0.64862026823823,0.35137973176176995,16,hard,0.2625,0.2625,0.1536025715930563
pixiu,pixiu/pixiu-mlesg-mlesg1,pixiu-mlesg-mlesg1,0.6492733342356373,0.35072666576436273,15,medium,0.5427083125000001,0.5388888666666667,0.4096822125851315
bfcl,bfcl/bfcl-live-simple-123-79-0,bfcl-live-simple-123-79-0,0.6494364636775974,0.35056353632240256,16,medium,0.4375,0.4375,0.401364858950058
gso,gso/gso-uploadcare--pillow-simd-0514e20,gso-uploadcare--pillow-simd-0514e20,0.6497608243162121,0.35023917568378793,16,hard,0.0625,0.0625,0.1363589014329464
omnimath,omnimath/omnimath_4118,omnimath_4118,0.6503502610165333,0.34964973898346674,16,medium,0.3625,0.3625,0.3822221212855163
omnimath,omnimath/omnimath_3707,omnimath_3707,0.6503502610165333,0.34964973898346674,16,medium,0.5625,0.5625,0.2570870475150392
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__d2r0zswq,oauthlib__oauthlib.1fd52536.combine_file__d2r0zswq,0.6507936507936513,0.34920634920634874,16,hard,0.075,0.075,0.1984313483298443
mlgym,mlgym/mlgym-battle-of-sexes,mlgym-battle-of-sexes,0.6511563799331461,0.3488436200668539,16,medium,0.402117875,0.402117875,0.1579735510670516
mlgym,mlgym/mlgym-blotto,mlgym-blotto,0.6511563799331461,0.3488436200668539,16,medium,0.45652125,0.45652125,0.1807049035968241
reasoning-gym,reasoning-gym/reasoning-gym-geometry-simple-geometry-easy00cea0a5-seed45-0,reasoning-gym-geometry-simple-geometry-easy00cea0a5-seed45-0,0.6512065605756223,0.3487934394243777,16,easy,0.825,0.825,0.163018403869011
bigcodebench,bigcodebench/bigcodebench_313,bigcodebench_313,0.652693625378604,0.347306374621396,16,hard,0.0875,0.0875,0.121834929310112
spider2,spider2/f1001,f1001,0.6527533657682196,0.34724663423178037,16,hard,0.25,0.25,0.2397915761656359
swebench-verified,swebench-verified/django__django-11848,django__django-11848,0.652847726106847,0.34715227389315295,16,easy,0.7000000000000001,0.7000000000000001,0.3
algotune,algotune/algotune-max-clique-cpsat,algotune-max-clique-cpsat,0.6531309782787847,0.34686902172121525,16,medium,0.6420270000000001,0.6420270000000001,0.2646107887591698
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_git_versioning.b91d0418.lv1,mlflow__mlflow.93dab383.test_git_versioning.b91d0418.lv1,0.653249602169831,0.34675039783016903,16,frontier,0.0375,0.0375,0.0780624749799799
gpqa-diamond,gpqa-diamond/69,69,0.6532918667159436,0.34670813328405636,16,medium,0.5125,0.5125,0.186664806538351
algotune,algotune/algotune-articulation-points,algotune-articulation-points,0.6536015874537562,0.3463984125462438,16,medium,0.4568307499999999,0.4568307499999999,0.2464618808250324
dacode,dacode/dacode-dm-csv-006,dacode-dm-csv-006,0.6536908583479277,0.34630914165207227,14,medium,0.4499999375,0.4571427857142857,0.2712196622950741
dacode,dacode/dacode-data-wrangling-024,dacode-data-wrangling-024,0.6540424981281895,0.3459575018718105,14,hard,0.07083325,0.0809522857142857,0.1289236040903009
gaia,gaia/00d579ea-0889-4fd9-a771-2c8d79835c8d,00d579ea-0889-4fd9-a771-2c8d79835c8d,0.6542085357670736,0.3457914642329264,16,hard,0.25,0.25,0.2872281323269015
hle,hle/hle/hle__673511ca392d03ca70384d19,hle/hle__673511ca392d03ca70384d19,0.6542121425868606,0.34578785741313944,16,medium,0.3,0.3,0.3464101615137754
hle,hle/hle/hle__670cbeb582bde986ee078420,hle/hle__670cbeb582bde986ee078420,0.6546536707079772,0.3453463292920228,16,hard,0.1,0.1,0.1732050807568877
omnimath,omnimath/omnimath_1913,omnimath_1913,0.6546536707079773,0.3453463292920227,16,saturated,0.975,0.975,0.0661437827766147
aider-polyglot,aider-polyglot/polyglot_java_ledger,polyglot_java_ledger,0.6549366112595807,0.3450633887404193,16,easy,0.7625,0.7625,0.2758509561339238
labbench,labbench/figqa-0171,figqa-0171,0.654953146327808,0.345046853672192,16,hard,0.075,0.075,0.1391941090707505
algotune,algotune/algotune-set-cover,algotune-set-cover,0.6551341206160736,0.34486587938392643,16,medium,0.340716125,0.340716125,0.3063871631997812
labbench,labbench/figqa-0008,figqa-0008,0.655178022951199,0.344821977048801,16,hard,0.2,0.2,0.2645751311064591
replicationbench,replicationbench/galaxy_manifold__evolution_tracks,galaxy_manifold__evolution_tracks,0.655266512030025,0.34473348796997505,16,medium,0.4125,0.4125,0.3497767144908306
seal0,seal0/103,103,0.6555615497221294,0.34443845027787057,16,medium,0.35,0.35,0.4272001872658765
pixiu,pixiu/pixiu-finred-finred11,pixiu-finred-finred11,0.6556055218440864,0.3443944781559136,16,hard,0.2447916249999999,0.2447916249999999,0.2856959422900234
pixiu,pixiu/pixiu-smcikm-cikmsm3837,pixiu-smcikm-cikmsm3837,0.6556055218440864,0.3443944781559136,16,easy,0.7333333125,0.7333333125,0.318852133963911
hle,hle/hle/hle__670c83ba4aece479236947cb,hle/hle__670c83ba4aece479236947cb,0.6558165846220184,0.3441834153779816,16,medium,0.525,0.525,0.3596873642484539
swe-lancer,swe-lancer/50065-manager-0,50065-manager-0,0.6567360733292696,0.34326392667073036,16,medium,0.625,0.625,0.4175823272122516
spreadsheetbench,spreadsheetbench/52575,52575,0.6568345506958847,0.3431654493041153,16,medium,0.375,0.375,0.359687364248454
strongreject,strongreject/strongreject_disinformation_and_deception_0008_pap_logical_appeal,strongreject_disinformation_and_deception_0008_pap_logical_appeal,0.6577500068866979,0.34224999311330206,16,easy,0.95,0.95,0.0866025403784438
swe-lancer,swe-lancer/29618-manager-0,29618-manager-0,0.6578788849265849,0.34212111507341514,16,medium,0.4875,0.4875,0.429934588047996
reasoning-gym,reasoning-gym/reasoning-gym-cognition-color-cube-rotation-easy00cea0a5-seed45-1,reasoning-gym-cognition-color-cube-rotation-easy00cea0a5-seed45-1,0.6587246912908955,0.3412753087091045,16,medium,0.6896249999999999,0.6896249999999999,0.2971222128602976
bigcodebench,bigcodebench/bigcodebench_1124,bigcodebench_1124,0.6588292701654495,0.34117072983455055,16,hard,0.25,0.25,0.3201562118716424
algotune,algotune/algotune-discrete-log,algotune-discrete-log,0.6589302919889034,0.3410697080110966,16,hard,0.2352913125,0.2352913125,0.3276792374742636
omnimath,omnimath/omnimath_24,omnimath_24,0.6592317241800589,0.34076827581994107,16,easy,0.825,0.825,0.243669858620224
spreadsheetbench,spreadsheetbench/17111,17111,0.659858953766511,0.34014104623348895,16,medium,0.6875,0.6875,0.3805834336909582
hle,hle/hle/hle__67351e0230dd1ec84db1005d,hle/hle__67351e0230dd1ec84db1005d,0.6601146734780723,0.3398853265219277,16,medium,0.4625,0.4625,0.4226035376094241
swe-lancer,swe-lancer/50577-manager-0,50577-manager-0,0.6610886265406607,0.3389113734593393,16,medium,0.434375,0.434375,0.3859722909419794
mmau,mmau/76c2a626-7e3c-4f2f-ad20-b07cd0890302,76c2a626-7e3c-4f2f-ad20-b07cd0890302,0.6616570002109814,0.3383429997890186,16,medium,0.4125,0.4125,0.3637908052713812
gaia,gaia/08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,08f3a05f-5947-4089-a4c4-d4bcfaa6b7a0,0.661705841746329,0.33829415825367104,16,easy,0.7375,0.7375,0.3854785986277318
aider-polyglot,aider-polyglot/polyglot_javascript_poker,polyglot_javascript_poker,0.6618522675199722,0.33814773248002783,16,easy,0.7875,0.7875,0.2496873044429772
lawbench,lawbench/lawbench-3-8-14-zero-shot,lawbench-3-8-14-zero-shot,0.6618650113987466,0.33813498860125335,16,hard,0.158610375,0.158610375,0.074572607713787
bigcodebench,bigcodebench/bigcodebench_287,bigcodebench_287,0.6620369300981607,0.33796306990183933,16,medium,0.3625,0.3625,0.3822221212855163
gaia2,gaia2/gaia2-cli/0509_dwosravr2wwaxvjqpelc7bcvh6xrm398,gaia2-cli/0509_dwosravr2wwaxvjqpelc7bcvh6xrm398,0.6620972730864677,0.3379027269135323,16,hard,0.0625,0.0625,0.1690968657308585
swebench-verified,swebench-verified/astropy__astropy-8707,astropy__astropy-8707,0.6622661785325218,0.3377338214674782,16,frontier,0.025,0.025,0.0968245836551854
