task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count
aider-polyglot/polyglot_cpp_queen-attack,aider-polyglot,polyglot_cpp_queen-attack,16,0,0.0,0.28750000000000003,0.35333235062756424,0.0,1.0,0.28750000000000003,0.19444444444444448,0.7851830013945873,0.21009177705636226,hard,0,0
aider-polyglot/polyglot_cpp_robot-name,aider-polyglot,polyglot_cpp_robot-name,16,0,0.0,0.315625,0.3732118826819425,0.0,1.0,0.315625,0.2569444444444444,0.8293597392932055,0.21835872038854642,medium,0,0
aider-polyglot/polyglot_cpp_space-age,aider-polyglot,polyglot_cpp_space-age,16,0,0.0,0.6,0.39370039370059057,0.0,1.0,0.6,-0.12499999999999992,0.49212549212573814,0.3934956848351952,medium,0,0
aider-polyglot/polyglot_cpp_spiral-matrix,aider-polyglot,polyglot_cpp_spiral-matrix,16,0,0.0,0.25,0.4092676385936225,0.0,1.0,0.25,0.7142857142857142,1.1693361102674926,0.15772020091550837,hard,0,0
aider-polyglot/polyglot_cpp_sublist,aider-polyglot,polyglot_cpp_sublist,16,0,0.0,0.21250000000000002,0.31199959935871713,0.0,1.0,0.21250000000000002,0.4722222222222222,0.6933324430193714,0.17585692413524376,hard,0,0
aider-polyglot/polyglot_cpp_yacht,aider-polyglot,polyglot_cpp_yacht,16,0,0.0,0.2375,0.38222212128551636,0.0,1.0,0.2375,0.95,1.5288884851420654,0.16043620867735192,hard,0,0
aider-polyglot/polyglot_cpp_zebra-puzzle,aider-polyglot,polyglot_cpp_zebra-puzzle,16,0,0.0,0.7,0.36742346141747667,0.0,1.0,0.7,-0.20000000000000012,0.7348469228349535,0.35136439258992713,medium,0,0
aider-polyglot/polyglot_go_alphametics,aider-polyglot,polyglot_go_alphametics,16,0,0.0,0.875,0.1984313483298443,0.4,1.0,0.875,-0.625,0.9921567416492216,0.09759021276890005,easy,0,0
aider-polyglot/polyglot_go_beer-song,aider-polyglot,polyglot_go_beer-song,16,0,0.0,0.05,0.11180339887498951,0.0,0.4,0.05,0.44721359549995787,0.9999999999999999,0.11547014045039061,hard,0,0
aider-polyglot/polyglot_go_book-store,aider-polyglot,polyglot_go_book-store,16,0,0.0,0.7625,0.34072532926097526,0.0,1.0,0.7625,-0.59375,0.8518133231524382,0.27469976146037756,easy,0,0
aider-polyglot/polyglot_go_bottle-song,aider-polyglot,polyglot_go_bottle-song,16,0,0.0,0.6000000000000001,0.4183300132670378,0.0,1.0,0.6000000000000001,-0.2500000000000001,0.5229125165837972,0.3703281992110095,medium,0,0
aider-polyglot/polyglot_go_bowling,aider-polyglot,polyglot_go_bowling,16,0,0.0,0.6625000000000001,0.40446724218408586,0.0,1.0,0.6625000000000001,-0.36538461538461553,0.6222572956678245,0.42291891494858097,medium,0,0
aider-polyglot/polyglot_go_connect,aider-polyglot,polyglot_go_connect,16,0,0.0,0.4375,0.362068708949006,0.0,1.0,0.4375,-0.078125,0.45258588618625745,0.3119906726084715,medium,0,0
aider-polyglot/polyglot_go_counter,aider-polyglot,polyglot_go_counter,16,0,0.0,0.21250000000000002,0.2689679348918752,0.0,0.8,0.21250000000000002,0.28125,0.6724198372296879,0.20399180776393613,hard,0,0
aider-polyglot/polyglot_go_crypto-square,aider-polyglot,polyglot_go_crypto-square,16,0,0.0,0.9125,0.24462982238476158,0.0,1.0,0.9125,-0.3576832912153172,1.0,0.1187403506499637,easy,0,0
aider-polyglot/polyglot_go_dnd-character,aider-polyglot,polyglot_go_dnd-character,16,0,0.0,0.85,0.21794494717703367,0.4,1.0,0.85,-0.6,0.8717797887081347,0.2961746187076073,easy,0,0
aider-polyglot/polyglot_go_dominoes,aider-polyglot,polyglot_go_dominoes,16,0,0.0,0.8375,0.27585095613392385,0.0,1.0,0.8375,-0.8125000000000001,1.3792547806696196,0.22230229848152344,easy,0,0
aider-polyglot/polyglot_go_error-handling,aider-polyglot,polyglot_go_error-handling,16,0,0.0,0.59375,0.4307968633822674,0.0,1.0,0.59375,-0.2426470588235295,0.5068198392732558,0.23599498259900478,medium,0,0
aider-polyglot/polyglot_go_food-chain,aider-polyglot,polyglot_go_food-chain,16,0,0.0,0.6000000000000001,0.324037034920393,0.2,1.0,0.6000000000000001,-0.1538461538461537,0.4985185152621429,0.1593639949934217,medium,0,0
aider-polyglot/polyglot_go_forth,aider-polyglot,polyglot_go_forth,16,0,0.0,0.4,0.4183300132670378,0.0,1.0,0.4,0.25,0.5229125165837972,0.24688551726959074,medium,0,0
aider-polyglot/polyglot_go_hexadecimal,aider-polyglot,polyglot_go_hexadecimal,16,0,0.0,0.07500000000000001,0.21065374432940898,0.0,0.8,0.07500000000000001,0.356034497458156,1.0,0.09192779634650967,hard,0,0
aider-polyglot/polyglot_go_kindergarten-garden,aider-polyglot,polyglot_go_kindergarten-garden,16,0,0.0,0.23750000000000002,0.33330729064933456,0.0,1.0,0.23750000000000002,0.59375,0.8332682266233364,0.1839812067281862,hard,0,0
aider-polyglot/polyglot_go_ledger,aider-polyglot,polyglot_go_ledger,16,0,0.0,0.5875,0.3497767144908306,0.0,1.0,0.5875,-0.17307692307692293,0.5381180222935853,0.4336820092635802,medium,0,0
aider-polyglot/polyglot_go_markdown,aider-polyglot,polyglot_go_markdown,16,0,0.0,0.8125,0.2869560070812249,0.0,1.0,0.8125,-0.9375000000000001,1.4347800354061249,0.3711616672151956,easy,0,0
aider-polyglot/polyglot_go_matrix,aider-polyglot,polyglot_go_matrix,16,0,0.0,0.05,0.15,0.0,0.6,0.05,0.33333333333333337,0.9999999999999999,0.0860663549992648,hard,0,0
aider-polyglot/polyglot_go_octal,aider-polyglot,polyglot_go_octal,16,0,0.0,0.275,0.38649062084350766,0.0,1.0,0.275,0.6111111111111112,0.858868046318906,0.050104607527848094,hard,0,0
aider-polyglot/polyglot_go_paasio,aider-polyglot,polyglot_go_paasio,16,0,0.0,0.175,0.33819373146171705,0.0,1.0,0.175,3.5,6.7638746292343415,0.133606370754291,hard,0,0
aider-polyglot/polyglot_go_palindrome-products,aider-polyglot,polyglot_go_palindrome-products,16,0,0.0,0.3,0.406201920231798,0.0,1.0,0.3,0.5,0.6770032003863301,0.19069262401185327,medium,0,0
aider-polyglot/polyglot_go_pig-latin,aider-polyglot,polyglot_go_pig-latin,16,0,0.0,0.875,0.26339134382131846,0.2,1.0,0.875,-2.499999999999998,5.267826876426366,0.6616933411917891,easy,0,0
aider-polyglot/polyglot_go_poker,aider-polyglot,polyglot_go_poker,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
aider-polyglot/polyglot_go_pov,aider-polyglot,polyglot_go_pov,16,0,0.0,0.7374999999999999,0.36550478793033614,0.0,1.0,0.7374999999999999,-0.5833333333333334,0.8122328620674137,0.09713260306450754,easy,0,0
aider-polyglot/polyglot_go_protein-translation,aider-polyglot,polyglot_go_protein-translation,16,0,0.0,0.5125,0.4181432170919433,0.0,1.0,0.5125,0.012500000000000011,0.41814321709194324,0.31646336154307525,medium,0,0
aider-polyglot/polyglot_go_react,aider-polyglot,polyglot_go_react,16,0,0.0,0.11250000000000002,0.2232571387436469,0.0,0.8,0.11250000000000002,2.25,4.4651427748729375,0.13010735755216568,hard,0,0
aider-polyglot/polyglot_go_robot-simulator,aider-polyglot,polyglot_go_robot-simulator,16,0,0.0,0.17500000000000002,0.33071891388307384,0.0,1.0,0.17500000000000002,0.875,1.653594569415369,0.136626115359398,hard,0,0
aider-polyglot/polyglot_go_say,aider-polyglot,polyglot_go_say,16,0,0.0,0.875,0.22220486043288973,0.2,1.0,0.875,-0.6250000000000001,1.1110243021644488,0.08714911691840839,easy,0,0
aider-polyglot/polyglot_go_scale-generator,aider-polyglot,polyglot_go_scale-generator,16,0,0.0,0.7000000000000001,0.3807886552931954,0.0,1.0,0.7000000000000001,-0.30769230769230776,0.5858287004510699,0.3390319705861605,easy,0,0
aider-polyglot/polyglot_go_simple-linked-list,aider-polyglot,polyglot_go_simple-linked-list,16,0,0.0,0.35,0.4031128874149275,0.0,1.0,0.35,0.1875,0.5038911092686593,0.2241794993513229,medium,0,0
aider-polyglot/polyglot_go_sublist,aider-polyglot,polyglot_go_sublist,16,0,0.0,0.4375,0.42555111326373,0.0,1.0,0.4375,0.23750000000000002,0.42555111326373,0.2654489258417564,medium,0,0
aider-polyglot/polyglot_go_transpose,aider-polyglot,polyglot_go_transpose,16,0,0.0,0.6,0.4472135954999579,0.0,1.0,0.6,-0.20000000000000004,0.44721359549995787,0.34641034979697044,medium,0,0
aider-polyglot/polyglot_go_tree-building,aider-polyglot,polyglot_go_tree-building,16,0,0.0,0.6499999999999999,0.44440972086577946,0.0,1.0,0.6499999999999999,-0.25000000000000006,0.4444097208657794,0.3776455692946757,medium,0,0
aider-polyglot/polyglot_go_trinary,aider-polyglot,polyglot_go_trinary,16,0,0.0,0.07500000000000001,0.21065374432940898,0.0,0.8,0.07500000000000001,0.356034497458156,1.0,0.09192779634650967,hard,0,0
aider-polyglot/polyglot_go_two-bucket,aider-polyglot,polyglot_go_two-bucket,16,0,0.0,0.6125,0.4151430476353904,0.0,1.0,0.6125,-0.23437500000000006,0.5189288095442379,0.13216491639397993,medium,0,0
aider-polyglot/polyglot_go_variable-length-quantity,aider-polyglot,polyglot_go_variable-length-quantity,16,0,0.0,0.8,0.28284271247461906,0.0,1.0,0.8,-0.5000000000000001,1.4142135623730951,2.2593109678234215e-07,easy,0,0
aider-polyglot/polyglot_go_word-search,aider-polyglot,polyglot_go_word-search,16,0,0.0,0.3375,0.4567206476611278,0.0,1.0,0.3375,0.3375,0.4567206476611278,0.1907997308752499,medium,0,0
aider-polyglot/polyglot_go_wordy,aider-polyglot,polyglot_go_wordy,16,0,0.0,0.8625,0.26190408549696204,0.2,1.0,0.8625,-0.6875000000000001,1.3095204274848105,0.06161603833644803,easy,0,0
aider-polyglot/polyglot_go_zebra-puzzle,aider-polyglot,polyglot_go_zebra-puzzle,16,0,0.0,0.8125,0.30388114452858045,0.0,1.0,0.8125,-0.75,1.2155245781143218,0.010621058695951403,easy,0,0
aider-polyglot/polyglot_java_affine-cipher,aider-polyglot,polyglot_java_affine-cipher,16,0,0.0,0.275,0.3929058411375428,0.0,1.0,0.275,0.6111111111111112,0.8731240914167617,0.18071694761240448,hard,0,0
aider-polyglot/polyglot_java_all-your-base,aider-polyglot,polyglot_java_all-your-base,16,0,0.0,0.275,0.39921798556678284,0.0,1.0,0.275,0.4583333333333333,0.6653633092779714,0.17785957170369388,hard,0,0
aider-polyglot/polyglot_java_alphametics,aider-polyglot,polyglot_java_alphametics,16,0,0.0,0.375,0.3381937314617171,0.0,1.0,0.375,0.2142857142857142,0.9662678041763346,0.13360642774898424,medium,0,0
aider-polyglot/polyglot_java_bank-account,aider-polyglot,polyglot_java_bank-account,16,0,0.0,0.175,0.33071891388307384,0.0,1.0,0.175,0.875,1.653594569415369,0.13662611820452028,hard,0,0
aider-polyglot/polyglot_java_book-store,aider-polyglot,polyglot_java_book-store,16,0,0.0,0.7125,0.3805834336909582,0.0,1.0,0.7125,-0.575,0.7611668673819165,0.0763234764005911,easy,0,0
aider-polyglot/polyglot_java_bottle-song,aider-polyglot,polyglot_java_bottle-song,16,0,0.0,0.2875,0.307967124868873,0.0,1.0,0.2875,0.21875,0.7699178121721825,0.24103937720501878,hard,0,0
aider-polyglot/polyglot_java_bowling,aider-polyglot,polyglot_java_bowling,16,0,0.0,0.125,0.2436698586202241,0.0,0.8,0.125,2.5,4.873397172404482,0.13245332942249624,hard,0,0
aider-polyglot/polyglot_java_change,aider-polyglot,polyglot_java_change,16,0,0.0,0.3375,0.4567206476611278,0.0,1.0,0.3375,0.3375,0.4567206476611278,0.1907997679766759,medium,0,0
aider-polyglot/polyglot_java_circular-buffer,aider-polyglot,polyglot_java_circular-buffer,16,0,0.0,0.375,0.40543186850567137,0.0,1.0,0.375,0.2692307692307692,0.6237413361625713,0.23881851495457485,medium,0,0
aider-polyglot/polyglot_java_connect,aider-polyglot,polyglot_java_connect,16,0,0.0,0.30000000000000004,0.3674234614174767,0.0,1.0,0.30000000000000004,0.46153846153846156,0.5652668637191949,0.2108186478689823,medium,0,0
aider-polyglot/polyglot_java_custom-set,aider-polyglot,polyglot_java_custom-set,16,0,0.0,0.037500000000000006,0.1053268721647045,0.0,0.4,0.037500000000000006,0.35603449745815596,0.9999999999999999,0.09192776592270886,frontier,0,0
aider-polyglot/polyglot_java_dominoes,aider-polyglot,polyglot_java_dominoes,16,0,0.0,0.35,0.39686269665968865,0.0,1.0,0.35,0.3125,0.49607837082461076,0.2277101710596952,medium,0,0
aider-polyglot/polyglot_java_food-chain,aider-polyglot,polyglot_java_food-chain,16,0,0.0,0.375,0.3665719574653795,0.0,1.0,0.375,0.35,0.733143914930759,0.1232632732359128,medium,0,0
aider-polyglot/polyglot_java_forth,aider-polyglot,polyglot_java_forth,16,0,0.0,0.1125,0.2642796813983247,0.0,0.8,0.1125,0.4256853928563619,1.0,0.1099115972169044,hard,0,0
aider-polyglot/polyglot_java_go-counting,aider-polyglot,polyglot_java_go-counting,16,0,0.0,0.375,0.4235268586524354,0.0,1.0,0.375,0.20588235294117646,0.4982668925322769,0.22861512676384435,medium,0,0
aider-polyglot/polyglot_java_hangman,aider-polyglot,polyglot_java_hangman,16,0,0.0,0.1375,0.2976470224947665,0.0,1.0,0.1375,0.4619565781223888,0.9999999999999998,0.11927678387233369,hard,0,0
aider-polyglot/polyglot_java_house,aider-polyglot,polyglot_java_house,16,0,0.0,0.0375,0.14523687548277814,0.0,0.6,0.0375,0.2581988897471611,0.9999999999999999,0.06666672474680715,frontier,0,0
aider-polyglot/polyglot_java_kindergarten-garden,aider-polyglot,polyglot_java_kindergarten-garden,16,0,0.0,0.25,0.2783882181415011,0.0,0.8,0.25,0.33333333333333337,0.6186404847588913,0.2318695865850775,hard,0,0
aider-polyglot/polyglot_java_ledger,aider-polyglot,polyglot_java_ledger,16,0,0.0,0.7625,0.27585095613392385,0.0,1.0,0.7625,-0.09375000000000006,0.6896273903348097,0.1521014571900871,easy,0,0
aider-polyglot/polyglot_java_mazy-mice,aider-polyglot,polyglot_java_mazy-mice,16,0,0.0,0.15,0.32787192621510003,0.0,1.0,0.15,3.0,6.557438524302,0.11812496135883058,hard,0,0
aider-polyglot/polyglot_java_ocr-numbers,aider-polyglot,polyglot_java_ocr-numbers,16,0,0.0,0.15,0.33541019662496846,0.0,1.0,0.15,0.447213595499958,1.0,0.11547015234844372,hard,0,0
aider-polyglot/polyglot_java_palindrome-products,aider-polyglot,polyglot_java_palindrome-products,16,0,0.0,0.1875,0.34255474015111803,0.0,1.0,0.1875,0.9375,1.71277370075559,0.14132727986344773,hard,0,0
aider-polyglot/polyglot_java_phone-number,aider-polyglot,polyglot_java_phone-number,16,0,0.0,0.175,0.3455068740271313,0.0,1.0,0.175,3.5,6.910137480542627,0.1307784184216362,hard,0,0
aider-polyglot/polyglot_java_pig-latin,aider-polyglot,polyglot_java_pig-latin,16,0,0.0,0.75,0.3968626966596886,0.0,1.0,0.75,-0.5555555555555556,0.881917103688197,0.48795023489934103,easy,0,0
aider-polyglot/polyglot_java_poker,aider-polyglot,polyglot_java_poker,16,0,0.0,0.75,0.3427827300200522,0.0,1.0,0.75,-0.625,0.8569568250501305,0.26363548722238545,easy,0,0
aider-polyglot/polyglot_java_pov,aider-polyglot,polyglot_java_pov,16,0,0.0,0.5875,0.3966657913155608,0.0,1.0,0.5875,-0.2656250000000001,0.49583223914445096,0.25223284320800315,medium,0,0
aider-polyglot/polyglot_java_protein-translation,aider-polyglot,polyglot_java_protein-translation,16,0,0.0,0.225,0.39921798556678284,0.0,1.0,0.225,1.5,2.661453237111885,0.14552148478162552,hard,0,0
aider-polyglot/polyglot_java_pythagorean-triplet,aider-polyglot,polyglot_java_pythagorean-triplet,16,0,0.0,0.5625,0.4371427112511428,0.0,1.0,0.5625,-0.16176470588235287,0.5142855426484033,0.21411123673039548,medium,0,0
aider-polyglot/polyglot_java_queen-attack,aider-polyglot,polyglot_java_queen-attack,16,0,0.0,0.2125,0.37728470681966425,0.0,1.0,0.2125,1.4166666666666667,2.5152313787977616,0.14542680361178725,hard,0,0
aider-polyglot/polyglot_java_rational-numbers,aider-polyglot,polyglot_java_rational-numbers,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
aider-polyglot/polyglot_java_react,aider-polyglot,polyglot_java_react,16,0,0.0,0.8125,0.3199120973017432,0.0,1.0,0.8125,-0.75,1.2796483892069728,-0.15132975086211195,easy,0,0
aider-polyglot/polyglot_java_resistor-color-trio,aider-polyglot,polyglot_java_resistor-color-trio,16,0,0.0,0.6,0.4301162633521313,0.0,1.0,0.6,-0.2352941176470589,0.5060191333554487,-0.12005990644405296,medium,0,0
aider-polyglot/polyglot_java_rest-api,aider-polyglot,polyglot_java_rest-api,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
aider-polyglot/polyglot_java_satellite,aider-polyglot,polyglot_java_satellite,16,0,0.0,0.1875,0.3903123748998999,0.0,1.0,0.1875,0.48038446141526137,1.0,0.12403484433883127,hard,0,0
aider-polyglot/polyglot_java_series,aider-polyglot,polyglot_java_series,16,0,0.0,0.05,0.11180339887498951,0.0,0.4,0.05,0.44721359549995787,0.9999999999999999,0.11547014771774997,hard,0,0
aider-polyglot/polyglot_java_sgf-parsing,aider-polyglot,polyglot_java_sgf-parsing,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0
aider-polyglot/polyglot_java_simple-linked-list,aider-polyglot,polyglot_java_simple-linked-list,16,0,0.0,0.6125,0.44982635538616456,0.0,1.0,0.6125,-0.4558823529411765,0.5292074769248994,0.23677387956750484,medium,0,0
aider-polyglot/polyglot_java_state-of-tic-tac-toe,aider-polyglot,polyglot_java_state-of-tic-tac-toe,16,0,0.0,0.0875,0.23418742493993994,0.0,0.8,0.0875,0.37363235887853663,1.0,0.09647155008875932,hard,0,0
aider-polyglot/polyglot_java_transpose,aider-polyglot,polyglot_java_transpose,16,0,0.0,0.5875,0.46620140497428797,0.0,1.0,0.5875,-0.31250000000000006,0.46620140497428786,0.32537854512796976,medium,0,0
aider-polyglot/polyglot_java_tree-building,aider-polyglot,polyglot_java_tree-building,16,0,0.0,0.825,0.26339134382131846,0.2,1.0,0.825,-0.7,1.0535653752852738,0.22056449526768618,easy,0,0
aider-polyglot/polyglot_java_twelve-days,aider-polyglot,polyglot_java_twelve-days,16,0,0.0,0.2625,0.4044672421840859,0.0,1.0,0.2625,0.7499999999999999,1.155620691954531,0.16757162376167484,hard,0,0
aider-polyglot/polyglot_java_two-bucket,aider-polyglot,polyglot_java_two-bucket,16,0,0.0,0.75,0.3427827300200522,0.0,1.0,0.75,-0.5555555555555556,0.7617394000445605,-0.188310675305799,easy,0,0
aider-polyglot/polyglot_java_variable-length-quantity,aider-polyglot,polyglot_java_variable-length-quantity,16,0,0.0,0.2,0.38729833462074176,0.0,1.0,0.2,4.0,7.745966692414834,0.13333344947969242,hard,0,0
aider-polyglot/polyglot_java_word-search,aider-polyglot,polyglot_java_word-search,16,0,0.0,0.3625,0.45397549493337197,0.0,1.0,0.3625,0.3625,0.45397549493337197,0.2061722832361082,medium,0,0
aider-polyglot/polyglot_java_wordy,aider-polyglot,polyglot_java_wordy,16,0,0.0,0.16249999999999998,0.2847696437473629,0.0,0.8,0.16249999999999998,1.0833333333333335,1.8984642916490861,0.14733785597964036,hard,0,0
aider-polyglot/polyglot_java_zebra-puzzle,aider-polyglot,polyglot_java_zebra-puzzle,16,0,0.0,0.8375,0.26663411259626923,0.2,1.0,0.8375,-0.65,1.0665364503850772,0.22998667149347324,easy,0,0
aider-polyglot/polyglot_java_zipper,aider-polyglot,polyglot_java_zipper,16,0,0.0,0.1875,0.3903123748998999,0.0,1.0,0.1875,0.48038446141526137,1.0,0.12403484433883127,hard,0,0
aider-polyglot/polyglot_javascript_affine-cipher,aider-polyglot,polyglot_javascript_affine-cipher,16,0,0.0,0.825,0.29895651857753497,0.0,1.0,0.825,-0.8750000000000002,1.494782592887675,0.021591827177360218,easy,0,0
aider-polyglot/polyglot_javascript_alphametics,aider-polyglot,polyglot_javascript_alphametics,16,0,0.0,0.6125,0.38385381331960217,0.0,1.0,0.6125,-0.13461538461538458,0.5905443281840035,0.41199771580437927,medium,0,0
aider-polyglot/polyglot_javascript_beer-song,aider-polyglot,polyglot_javascript_beer-song,16,0,0.0,0.425,0.4465142774872938,0.0,1.0,0.425,0.12499999999999999,0.4465142774872938,0.24575830201836002,medium,0,0
aider-polyglot/polyglot_javascript_binary,aider-polyglot,polyglot_javascript_binary,16,0,0.0,0.925,0.19843134832984427,0.4,1.0,0.925,-0.37796447300922725,1.0,-0.09758978079871627,easy,0,0
aider-polyglot/polyglot_javascript_book-store,aider-polyglot,polyglot_javascript_book-store,16,0,0.0,0.9125,0.2117634293262177,0.2,1.0,0.9125,-0.4131969352706687,1.0,-0.10668679816778308,easy,0,0
aider-polyglot/polyglot_javascript_bottle-song,aider-polyglot,polyglot_javascript_bottle-song,16,0,0.0,0.5375000000000001,0.41060169264142105,0.0,1.0,0.5375000000000001,-0.07352941176470602,0.48306081487226005,0.3379965758502316,medium,0,0
aider-polyglot/polyglot_javascript_bowling,aider-polyglot,polyglot_javascript_bowling,16,0,0.0,0.8625,0.26190408549696204,0.2,1.0,0.8625,-0.6875000000000001,1.3095204274848105,-0.1355545482836503,easy,0,0
aider-polyglot/polyglot_javascript_complex-numbers,aider-polyglot,polyglot_javascript_complex-numbers,16,0,0.0,0.925,0.19843134832984427,0.4,1.0,0.925,-0.37796447300922725,1.0,-0.09758978079871627,easy,0,0
aider-polyglot/polyglot_javascript_connect,aider-polyglot,polyglot_javascript_connect,16,0,0.0,0.575,0.4293891009329417,0.0,1.0,0.575,-0.22500000000000003,0.42938910093294164,0.34575735875110486,medium,0,0
aider-polyglot/polyglot_javascript_food-chain,aider-polyglot,polyglot_javascript_food-chain,16,0,0.0,0.42500000000000004,0.4235268586524354,0.0,1.0,0.42500000000000004,0.15624999999999997,0.5294085733155443,0.25909709048391294,medium,0,0
aider-polyglot/polyglot_javascript_forth,aider-polyglot,polyglot_javascript_forth,16,0,0.0,0.875,0.2817356917396161,0.0,1.0,0.875,-0.44367825470805694,1.0,-0.11455698544882739,easy,0,0
aider-polyglot/polyglot_javascript_go-counting,aider-polyglot,polyglot_javascript_go-counting,16,0,0.0,0.35,0.4031128874149275,0.0,1.0,0.35,0.38461538461538464,0.6201736729460422,-0.16012804037983536,medium,0,0
aider-polyglot/polyglot_javascript_grade-school,aider-polyglot,polyglot_javascript_grade-school,16,0,0.0,0.625,0.3665719574653795,0.0,1.0,0.625,-0.11538461538461531,0.5639568576390455,0.1584812679450111,medium,0,0
aider-polyglot/polyglot_javascript_grep,aider-polyglot,polyglot_javascript_grep,16,0,0.0,0.6375,0.419635258289863,0.0,1.0,0.6375,-0.19117647058823536,0.49368853916454464,-0.0999850971617176,medium,0,0
aider-polyglot/polyglot_javascript_house,aider-polyglot,polyglot_javascript_house,16,0,0.0,0.23750000000000002,0.3689088640843426,0.0,1.0,0.23750000000000002,0.39583333333333337,0.6148481068072378,0.16622608746754108,hard,0,0
aider-polyglot/polyglot_javascript_killer-sudoku-helper,aider-polyglot,polyglot_javascript_killer-sudoku-helper,16,0,0.0,0.6875,0.3805834336909582,0.0,1.0,0.6875,-0.5208333333333334,0.6343057228182638,0.19504857223138755,medium,0,0
aider-polyglot/polyglot_javascript_ledger,aider-polyglot,polyglot_javascript_ledger,16,0,0.0,0.925,0.15612494995995993,0.4,1.0,0.925,-1.4999999999999984,3.122498999199196,-0.12403459674526304,easy,0,0
aider-polyglot/polyglot_javascript_list-ops,aider-polyglot,polyglot_javascript_list-ops,16,0,0.0,0.8,0.33166247903554,0.0,1.0,0.8,-0.7999999999999999,1.32664991614216,-0.15569954474105763,easy,0,0
aider-polyglot/polyglot_javascript_meetup,aider-polyglot,polyglot_javascript_meetup,16,0,0.0,0.625,0.39290584113754273,0.0,1.0,0.625,-0.11538461538461534,0.604470524826989,0.27928982378632305,medium,0,0
aider-polyglot/polyglot_javascript_ocr-numbers,aider-polyglot,polyglot_javascript_ocr-numbers,16,0,0.0,0.7999999999999999,0.291547594742265,0.2,1.0,0.7999999999999999,-0.5,0.7288689868556626,0.1771231985479299,easy,0,0
aider-polyglot/polyglot_javascript_palindrome-products,aider-polyglot,polyglot_javascript_palindrome-products,16,0,0.0,0.6875,0.4181432170919433,0.0,1.0,0.6875,-0.5681818181818181,0.7602603947126241,0.4245239688879908,medium,0,0
aider-polyglot/polyglot_javascript_parallel-letter-frequency,aider-polyglot,polyglot_javascript_parallel-letter-frequency,16,0,0.0,0.7625,0.3018174116912409,0.0,1.0,0.7625,-0.34375000000000006,0.7545435292281023,0.13901581021839157,easy,0,0
aider-polyglot/polyglot_javascript_phone-number,aider-polyglot,polyglot_javascript_phone-number,16,0,0.0,0.8875,0.2735758578529911,0.0,1.0,0.8875,-0.41122049614645845,0.9999999999999999,-0.10617642876086798,easy,0,0
aider-polyglot/polyglot_javascript_pig-latin,aider-polyglot,polyglot_javascript_pig-latin,16,0,0.0,0.875,0.29895651857753497,0.0,1.0,0.875,-0.4181210050035454,1.0,-0.10795815302606009,easy,0,0
aider-polyglot/polyglot_javascript_poker,aider-polyglot,polyglot_javascript_poker,16,0,0.0,0.7875,0.24968730444297724,0.2,1.0,0.7875,-0.28125000000000006,0.624218261107443,-0.2197438269456889,easy,0,0
aider-polyglot/polyglot_javascript_promises,aider-polyglot,polyglot_javascript_promises,16,0,0.0,0.9375,0.15360257159305635,0.4,1.0,0.9375,-0.4068942293855797,0.9999999999999999,-0.10505942410480155,easy,0,0
aider-polyglot/polyglot_javascript_queen-attack,aider-polyglot,polyglot_javascript_queen-attack,16,0,0.0,0.6625000000000001,0.42260353760942415,0.0,1.0,0.6625000000000001,-0.421875,0.5282544220117802,0.40476906890262254,medium,0,0
aider-polyglot/polyglot_javascript_rational-numbers,aider-polyglot,polyglot_javascript_rational-numbers,16,0,0.0,0.85,0.2958039891549808,0.0,1.0,0.85,-0.7500000000000001,1.4790199457749043,-0.13093051324011018,easy,0,0
aider-polyglot/polyglot_javascript_react,aider-polyglot,polyglot_javascript_react,16,0,0.0,0.9125,0.23418742493993994,0.2,1.0,0.9125,-0.37363235887853663,1.0,-0.09647124791739112,easy,0,0
